"plant_name","plant_name_full","Level.3","Level.2","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Actinodium cunninghamii","Actinodium cunninghamii","Western Australia","Australia","Australasia","No","","","","","","",""
"Agathis australis","Agathis australis","New Zealand North","New Zealand","Australasia","No","","","","","","",""
"Agonis flexuosa","Agonis flexuosa","Western Australia","Australia","Australasia","No","Yes","","","","","",""
"Agonis theiformis","Agonis theiformis","Western Australia","Australia","Australasia","No","","","","","","",""
"Alnus alnobetula","Alnus alnobetula","British Columbia","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Newfoundland","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Switzerland","Middle Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Saskatchewan","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Labrador","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Oregon","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","France","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Italy","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Hungary","Middle Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Austria","Middle Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Kamchatka","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","New Brunswick","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Czechoslovakia","Middle Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Michigan","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Idaho","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Vermont","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Germany","Middle Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","West Siberia","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Manchuria","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Wyoming","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Poland","Middle Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","New Zealand South","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Nova Scotia","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Kuril Is.","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Corse","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Northwest Territorie","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Altay","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Maine","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Bulgaria","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Greenland","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Mongolia","Mongolia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Prince Edward I.","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Wisconsin","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Primorye","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Montana","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Québec","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Chita","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Yukon","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Aleutian Is.","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Belarus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","North Carolina","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Pennsylvania","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Central European Rus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Ontario","Eastern Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","New Hampshire","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","California","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Colorado","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Tennessee","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Buryatiya","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Ukraine","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Khabarovsk","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Yakutskiya","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","China North-Central","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Washington","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Japan","Eastern Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Manitoba","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Inner Mongolia","China","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","New York","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Massachusetts","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Sakhalin","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Minnesota","North-Central U.S.A.","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Magadan","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Romania","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Yugoslavia","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Alaska","Subarctic America","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Amur","Russian Far East","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Irkutsk","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Krasnoyarsk","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","East European Russia","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","Alberta","Western Canada","Northern America","No","","","Yes","Yes","Yes","Yes",""
"Alnus alnobetula","Alnus alnobetula","North European Russi","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes",""
"Alnus cordata","Alnus cordata","Italy","Southeastern Europe","Europe","No","Yes","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Azores","Macaronesia","Africa","Yes","","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Tasmania","Australia","Australasia","Yes","","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Spain","Southwestern Europe","Europe","Yes","","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Albania","Southeastern Europe","Europe","No","","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Corse","Southwestern Europe","Europe","No","","","Yes","Yes","","",""
"Alnus cordata","Alnus cordata","Belgium","Middle Europe","Europe","Yes","","","Yes","Yes","","",""
"Alnus firma","Alnus firma","Japan","Eastern Asia","Asia-Temperate","No","","","","","","",""
"Alnus firma","Alnus firma","Korea","Eastern Asia","Asia-Temperate","Yes","","","","","","",""
"Alnus glutinosa","Alnus glutinosa","Michigan","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Pennsylvania","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Bulgaria","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","New Zealand North","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Ireland","Northern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Wisconsin","North-Central U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Indiana","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Iran","Western Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","France","Southwestern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","New Zealand South","New Zealand","Australasia","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Italy","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Ukraine","Eastern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","New York","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","New Jersey","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Rhode I.","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Sardegna","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Ontario","Eastern Canada","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","North Caucasus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Albania","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Baltic States","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Ohio","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Poland","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Massachusetts","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Illinois","North-Central U.S.A.","Northern America","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Northwest European R","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Sweden","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Czechoslovakia","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Argentina Northeast","Southern South America","Southern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Chile Central","Southern South America","Southern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","South European Russi","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Morocco","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Minnesota","North-Central U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Transcaucasus","Caucasus","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Corse","Southwestern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Maryland","Southeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Denmark","Northern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Kentucky","Southeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Free State","Southern Africa","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Algeria","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Newfoundland","Eastern Canada","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Belgium","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Germany","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Finland","Northern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Norway","Northern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","West Siberia","Siberia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Connecticut","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Libya","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Austria","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Kazakhstan","Middle Asia","Asia-Temperate","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Argentina South","Southern South America","Southern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Hungary","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Sicilia","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Great Britain","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Azores","Macaronesia","Africa","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Central European Rus","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Romania","Southeastern Europe","Europe","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Turkey","Western Asia","Asia-Temperate","No","Yes","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Greece","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Switzerland","Middle Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Belarus","Eastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Tasmania","Australia","Australasia","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","North European Russi","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Tunisia","Northern Africa","Africa","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Turkey-In-Europe","Southeastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Netherlands","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Spain","Southwestern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Iowa","North-Central U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Vermont","Northeastern U.S.A.","Northern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Yugoslavia","Southeastern Europe","Europe","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Chile South","Southern South America","Southern America","Yes","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","Krym","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus glutinosa","Alnus glutinosa","East European Russia","Eastern Europe","Europe","No","","","Yes","Yes","Yes","Yes","Yes"
"Alnus incana","Alnus incana","Baltic States","Eastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Føroyar","Northern Europe","Europe","Yes","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","North European Russi","Eastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Ireland","Northern Europe","Europe","Yes","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Ohio","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Spain","Southwestern Europe","Europe","Yes","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Northwest European R","Eastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Hungary","Middle Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Arizona","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Great Britain","Northern Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Rhode I.","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","California","Southwestern U.S.A.","Northern America","No","Yes","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Germany","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Romania","Southeastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Saskatchewan","Western Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Finland","Northern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","East European Russia","Eastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","South European Russi","Eastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Italy","Southeastern Europe","Europe","No","Yes","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Switzerland","Middle Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Norway","Northern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Sweden","Northern Europe","Europe","No","Yes","Yes","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Washington","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Alberta","Western Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","British Columbia","Western Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Netherlands","Middle Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Poland","Middle Europe","Europe","No","Yes","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Bulgaria","Southeastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Vermont","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Ontario","Eastern Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Nunavut","Subarctic America","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Maryland","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","New Mexico","South-Central U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Pennsylvania","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Iowa","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Québec","Eastern Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Argentina South","Southern South America","Southern America","Yes","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Labrador","Eastern Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Denmark","Northern Europe","Europe","Yes","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","West Virginia","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Albania","Southeastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Yugoslavia","Southeastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Yukon","Subarctic America","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","West Siberia","Siberia","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Azores","Macaronesia","Africa","Yes","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Ukraine","Eastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Austria","Middle Europe","Europe","No","Yes","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Czechoslovakia","Middle Europe","Europe","No","Yes","Yes","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","North Caucasus","Caucasus","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","New Brunswick","Eastern Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Wyoming","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Indiana","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Colorado","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Greece","Southeastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Connecticut","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Utah","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Virginia","Southeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Montana","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Nova Scotia","Eastern Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","New York","Northeastern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Illinois","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Turkey","Western Asia","Asia-Temperate","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Newfoundland","Eastern Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Northwest Territorie","Subarctic America","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Belgium","Middle Europe","Europe","Yes","Yes","Yes","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","North Dakota","North-Central U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Belarus","Eastern Europe","Europe","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Idaho","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Nevada","Southwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Oregon","Northwestern U.S.A.","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Prince Edward I.","Eastern Canada","Northern America","No","","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","Alaska","Subarctic America","Northern America","No","Yes","","Yes","Yes","","","Yes"
"Alnus incana","Alnus incana","France","Southwestern Europe","Europe","No","Yes","","Yes","Yes","","","Yes"
